date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:40:55	114206/114206	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:40:54%20GMT	https://www.pluralsight.com/paths/maya-environment-modeling	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/maya-environment-modeling.html	(from https://www.pluralsight.com/product/paths)
06:40:56	109470/109470	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:40:55%20GMT	https://www.pluralsight.com/paths/maya-modeling	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/maya-modeling.html	(from https://www.pluralsight.com/product/paths)
06:40:57	106987/106987	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:40:56%20GMT	https://www.pluralsight.com/paths/mcsa	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/mcsa.html	(from https://www.pluralsight.com/product/paths)
06:40:58	105803/105803	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:40:57%20GMT	https://www.pluralsight.com/paths/microservices-architecture	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/microservices-architecture.html	(from https://www.pluralsight.com/product/paths)
06:40:59	97235/97235	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:40:58%20GMT	https://www.pluralsight.com/paths/microsoft-365-basic-concepts-and-fundamentals	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/microsoft-365-basic-concepts-and-fundamentals.html	(from https://www.pluralsight.com/product/paths)
06:41:00	72329/72329	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:40:59%20GMT	https://www.pluralsight.com/paths/ms-900-microsoft-365-fundamentals	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/ms-900-microsoft-365-fundamentals.html	(from https://www.pluralsight.com/product/paths)
06:41:01	83268/83268	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:00%20GMT	https://www.pluralsight.com/paths/ms-101-microsoft-365-mobility-and-security	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/ms-101-microsoft-365-mobility-and-security.html	(from https://www.pluralsight.com/product/paths)
06:41:01	97585/97585	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:01%20GMT	https://www.pluralsight.com/paths/microsoft-azure-ai-conference-2019	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/microsoft-azure-ai-conference-2019.html	(from https://www.pluralsight.com/product/paths)
06:41:03	112964/112964	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:02%20GMT	https://www.pluralsight.com/paths/microsoft-azure-administrator-az-104	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/microsoft-azure-administrator-az-104.html	(from https://www.pluralsight.com/product/paths)
06:41:04	96568/96568	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:03%20GMT	https://www.pluralsight.com/paths/microsoft-azure-ai-engineer-ai-100	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/microsoft-azure-ai-engineer-ai-100.html	(from https://www.pluralsight.com/product/paths)
06:41:05	103746/103746	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:04%20GMT	https://www.pluralsight.com/paths/microsoft-azure-architect-design-az-304	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/microsoft-azure-architect-design-az-304.html	(from https://www.pluralsight.com/product/paths)
06:41:06	92291/92291	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:05%20GMT	https://www.pluralsight.com/paths/microsoft-azure-architect-technologies-az-303	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/microsoft-azure-architect-technologies-az-303.html	(from https://www.pluralsight.com/product/paths)
06:41:07	100145/100145	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:06%20GMT	https://www.pluralsight.com/paths/microsoft-azure-data-engineer-dp-200	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/microsoft-azure-data-engineer-dp-200.html	(from https://www.pluralsight.com/product/paths)
06:41:08	142715/142715	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:07%20GMT	https://www.pluralsight.com/paths/microsoft-azure-data-scientist-dp-100	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/microsoft-azure-data-scientist-dp-100.html	(from https://www.pluralsight.com/product/paths)
06:41:09	101021/101021	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:08%20GMT	https://www.pluralsight.com/paths/microsoft-azure-deployment	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/microsoft-azure-deployment.html	(from https://www.pluralsight.com/product/paths)
06:41:10	73472/73472	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:09%20GMT	https://www.pluralsight.com/paths/microsoft-azure-fundamentals-az-900	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/microsoft-azure-fundamentals-az-900.html	(from https://www.pluralsight.com/product/paths)
06:41:11	94445/94445	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:10%20GMT	https://www.pluralsight.com/paths/microsoft-azure-security-technologies-az-500	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/microsoft-azure-security-technologies-az-500.html	(from https://www.pluralsight.com/product/paths)
06:41:11	102636/102636	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:11%20GMT	https://www.pluralsight.com/paths/microsoft-azure-stack-planning-and-operations	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/microsoft-azure-stack-planning-and-operations.html	(from https://www.pluralsight.com/product/paths)
06:41:13	113990/113990	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:12%20GMT	https://www.pluralsight.com/paths/microsoft-azure-storage-for-developers	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/microsoft-azure-storage-for-developers.html	(from https://www.pluralsight.com/product/paths)
06:41:14	112540/112540	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:13%20GMT	https://www.pluralsight.com/paths/microsoft-excel-data-manipulation-presentation-and-analysis	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/microsoft-excel-data-manipulation-presentation-and-analysis.html	(from https://www.pluralsight.com/product/paths)
06:41:15	106278/106278	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:14%20GMT	https://www.pluralsight.com/paths/microsoft-excel-programming	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/microsoft-excel-programming.html	(from https://www.pluralsight.com/product/paths)
06:41:16	74650/74650	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:15%20GMT	https://www.pluralsight.com/paths/microsoft-internet-information-services-iis-admin	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/microsoft-internet-information-services-iis-admin.html	(from https://www.pluralsight.com/product/paths)
06:41:17	77959/77959	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:16%20GMT	https://www.pluralsight.com/paths/microsoft-modern-desktop-administrator-managing-microsoft-desktops-md-101	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/microsoft-modern-desktop-administrator-managing-microsoft-desktops-md-101.html	(from https://www.pluralsight.com/product/paths)
06:41:18	79497/79497	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:17%20GMT	https://www.pluralsight.com/paths/microsoft-modern-desktop-administrator-windows-10-md-100	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/microsoft-modern-desktop-administrator-windows-10-md-100.html	(from https://www.pluralsight.com/product/paths)
06:41:19	120952/120952	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:39:46%20GMT	https://www.pluralsight.com/paths/microsoft-power-bi-for-analysts	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/microsoft-power-bi-for-analysts.html	(from https://www.pluralsight.com/product/paths)
06:41:20	76349/76349	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:19%20GMT	https://www.pluralsight.com/paths/microsoft-power-platform-fundamentals-pl-900	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/microsoft-power-platform-fundamentals-pl-900.html	(from https://www.pluralsight.com/product/paths)
06:41:21	91683/91683	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:20%20GMT	https://www.pluralsight.com/paths/microsoft-windows-fundamentals	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/microsoft-windows-fundamentals.html	(from https://www.pluralsight.com/product/paths)
06:41:21	102901/102901	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:21%20GMT	https://www.pluralsight.com/paths/modern-windows-deployment-configuration-and-management	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/modern-windows-deployment-configuration-and-management.html	(from https://www.pluralsight.com/product/paths)
06:41:23	105761/105761	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:22%20GMT	https://www.pluralsight.com/paths/monitoring-and-managing-microsoft-azure-data-solutions	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/monitoring-and-managing-microsoft-azure-data-solutions.html	(from https://www.pluralsight.com/product/paths)
06:41:24	104032/104032	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:23%20GMT	https://www.pluralsight.com/paths/monitoring-and-troubleshooting-code-on-microsoft-azure	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/monitoring-and-troubleshooting-code-on-microsoft-azure.html	(from https://www.pluralsight.com/product/paths)
06:41:25	99048/99048	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:24%20GMT	https://www.pluralsight.com/paths/monitoring-microsoft-azure	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/monitoring-microsoft-azure.html	(from https://www.pluralsight.com/product/paths)
06:41:26	73824/73824	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:25%20GMT	https://www.pluralsight.com/paths/monitoring-microsoft-resources-with-system-center-2016-operations-manager-scom-skill	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/monitoring-microsoft-resources-with-system-center-2016-operations-manager-scom-skill.html	(from https://www.pluralsight.com/product/paths)
06:41:27	84384/84384	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:26%20GMT	https://www.pluralsight.com/paths/network-defense-cnd-prep	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/network-defense-cnd-prep.html	(from https://www.pluralsight.com/product/paths)
06:41:28	89596/89596	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:27%20GMT	https://www.pluralsight.com/paths/network-protocol-deep-dives	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/network-protocol-deep-dives.html	(from https://www.pluralsight.com/product/paths)
06:41:29	72435/72435	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:28%20GMT	https://www.pluralsight.com/paths/networking-in-google-cloud-platform	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/networking-in-google-cloud-platform.html	(from https://www.pluralsight.com/product/paths)
06:41:30	88682/88682	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:29%20GMT	https://www.pluralsight.com/paths/networking-with-windows-server-2016-70-741	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/networking-with-windows-server-2016-70-741.html	(from https://www.pluralsight.com/product/paths)
06:41:31	118578/118578	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:30%20GMT	https://www.pluralsight.com/paths/ng-conf-hardwired-2020	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/ng-conf-hardwired-2020.html	(from https://www.pluralsight.com/product/paths)
06:41:31	72564/72564	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:31%20GMT	https://www.pluralsight.com/paths/nodejs-developer-on-microsoft-azure	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/nodejs-developer-on-microsoft-azure.html	(from https://www.pluralsight.com/product/paths)
06:41:33	119494/119494	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:32%20GMT	https://www.pluralsight.com/paths/nuke-core-skills	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/nuke-core-skills.html	(from https://www.pluralsight.com/product/paths)
06:41:34	70866/70866	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:33%20GMT	https://www.pluralsight.com/paths/optimizing-productivity-with-workflow-management	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/optimizing-productivity-with-workflow-management.html	(from https://www.pluralsight.com/product/paths)
06:41:35	74008/74008	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:34%20GMT	https://www.pluralsight.com/paths/organizational-change-and-culture-for-adopting-google-cloud-certification-path	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/organizational-change-and-culture-for-adopting-google-cloud-certification-path.html	(from https://www.pluralsight.com/product/paths)
06:41:36	110960/110960	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:28%20GMT	https://www.pluralsight.com/paths/payment-card-industry-data-security-standard-pci-dss	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/payment-card-industry-data-security-standard-pci-dss.html	(from https://www.pluralsight.com/product/paths)
06:41:37	80376/80376	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:36%20GMT	https://www.pluralsight.com/paths/pci-professional-pciptm-qualification-cert-prep	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/pci-professional-pciptm-qualification-cert-prep.html	(from https://www.pluralsight.com/product/paths)
06:41:38	120860/120860	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:40:38%20GMT	https://www.pluralsight.com/paths/photoshop-for-creative-professionals	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/photoshop-for-creative-professionals.html	(from https://www.pluralsight.com/product/paths)
06:41:39	113625/113625	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:38%20GMT	https://www.pluralsight.com/paths/photoshop	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/photoshop.html	(from https://www.pluralsight.com/product/paths)
06:41:40	107106/107106	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:39%20GMT	https://www.pluralsight.com/paths/photoshop-photo-manipulation	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/photoshop-photo-manipulation.html	(from https://www.pluralsight.com/product/paths)
06:41:41	98591/98591	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:40%20GMT	https://www.pluralsight.com/paths/planning-microsoft-azure-business-continuity	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/planning-microsoft-azure-business-continuity.html	(from https://www.pluralsight.com/product/paths)
06:41:42	102613/102613	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:41%20GMT	https://www.pluralsight.com/paths/planning-microsoft-azure-data-solutions	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/planning-microsoft-azure-data-solutions.html	(from https://www.pluralsight.com/product/paths)
06:41:43	102536/102536	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:42%20GMT	https://www.pluralsight.com/paths/planning-microsoft-azure-deployment-and-integration	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/planning-microsoft-azure-deployment-and-integration.html	(from https://www.pluralsight.com/product/paths)
06:41:44	104848/104848	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:43%20GMT	https://www.pluralsight.com/paths/planning-microsoft-azure-identity-and-security	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/planning-microsoft-azure-identity-and-security.html	(from https://www.pluralsight.com/product/paths)
06:41:45	111807/111807	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:44%20GMT	https://www.pluralsight.com/paths/planning-microsoft-azure-solutions	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/planning-microsoft-azure-solutions.html	(from https://www.pluralsight.com/product/paths)
06:41:46	101460/101460	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:45%20GMT	https://www.pluralsight.com/paths/planning-tracking-and-releasing-software-with-jira	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/planning-tracking-and-releasing-software-with-jira.html	(from https://www.pluralsight.com/product/paths)
06:41:47	82119/82119	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:46%20GMT	https://www.pluralsight.com/paths/pluralsight-live-2018	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/pluralsight-live-2018.html	(from https://www.pluralsight.com/product/paths)
06:41:47	80959/80959	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:47%20GMT	https://www.pluralsight.com/paths/pluralsight-live-2019	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/pluralsight-live-2019.html	(from https://www.pluralsight.com/product/paths)
06:41:49	213674/213674	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:48%20GMT	https://www.pluralsight.com/paths/pluralsight-live-2020	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/pluralsight-live-2020.html	(from https://www.pluralsight.com/product/paths)
06:41:50	62440/62440	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:49%20GMT	https://www.pluralsight.com/paths/pluralsight-live-europe-2019	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/pluralsight-live-europe-2019.html	(from https://www.pluralsight.com/product/paths)
06:41:52	88416/88416	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:51%20GMT	https://www.pluralsight.com/paths/pluralsight-live-europe-2020	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/pluralsight-live-europe-2020.html	(from https://www.pluralsight.com/product/paths)
06:41:52	84991/84991	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:52%20GMT	https://www.pluralsight.com/paths/pmi-agile-certified-practitioner-pmi-acpr	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/pmi-agile-certified-practitioner-pmi-acpr.html	(from https://www.pluralsight.com/product/paths)
06:41:54	76016/76016	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:53%20GMT	https://www.pluralsight.com/paths/business-analysis-pmi-pba	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/business-analysis-pmi-pba.html	(from https://www.pluralsight.com/product/paths)
06:41:55	107133/107133	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:54%20GMT	https://www.pluralsight.com/paths/powershell-7-fundamentals	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/powershell-7-fundamentals.html	(from https://www.pluralsight.com/product/paths)
06:41:56	110854/110854	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:55%20GMT	https://www.pluralsight.com/paths/premiere-pro-cc	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/premiere-pro-cc.html	(from https://www.pluralsight.com/product/paths)
06:41:56	259/259	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Jan%202021%2023:41:56%20GMT	https://www.pluralsight.com/paths/prince2-agiler-practitioner-path	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/prince2-agiler-practitioner-path	(from https://www.pluralsight.com/product/paths)
06:41:57	259/259	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Jan%202021%2023:41:57%20GMT	https://www.pluralsight.com/paths/prince2r-practitioner	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/prince2r-practitioner	(from https://www.pluralsight.com/product/paths)
06:41:59	80755/80755	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:58%20GMT	https://www.pluralsight.com/paths/pgmpr-exam-prep	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/pgmpr-exam-prep.html	(from https://www.pluralsight.com/product/paths)
06:42:00	94006/94006	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:41:59%20GMT	https://www.pluralsight.com/paths/programming-data-structures-in-r	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/programming-data-structures-in-r.html	(from https://www.pluralsight.com/product/paths)
06:42:01	100280/100280	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:42:00%20GMT	https://www.pluralsight.com/paths/programming-r-for-data-analysts	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/programming-r-for-data-analysts.html	(from https://www.pluralsight.com/product/paths)
06:42:01	259/259	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2008%20Jan%202021%2023:42:01%20GMT	https://www.pluralsight.com/paths/pmpr-exam-prep	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/pmpr-exam-prep	(from https://www.pluralsight.com/product/paths)
06:42:03	70997/70997	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:42:02%20GMT	https://www.pluralsight.com/paths/provisioning-infrastructure-with-the-aws-cdk-using-typescript	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/provisioning-infrastructure-with-the-aws-cdk-using-typescript.html	(from https://www.pluralsight.com/product/paths)
06:42:04	70258/70258	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:42:03%20GMT	https://www.pluralsight.com/paths/puppet-certified-professional-puppet-206	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/puppet-certified-professional-puppet-206.html	(from https://www.pluralsight.com/product/paths)
06:42:05	115522/115522	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:42:04%20GMT	https://www.pluralsight.com/paths/python-for-data-analysts	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/python-for-data-analysts.html	(from https://www.pluralsight.com/product/paths)
06:42:06	103392/103392	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:42:05%20GMT	https://www.pluralsight.com/paths/qlik-sense-for-analysts	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/qlik-sense-for-analysts.html	(from https://www.pluralsight.com/product/paths)
06:42:06	105825/105825	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:42:06%20GMT	https://www.pluralsight.com/paths/query-and-modify-data-in-couchbase-with-n1ql	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/query-and-modify-data-in-couchbase-with-n1ql.html	(from https://www.pluralsight.com/product/paths)
06:42:08	104431/104431	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:42:07%20GMT	https://www.pluralsight.com/paths/querying-and-modifying-data-in-mongodb	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/querying-and-modifying-data-in-mongodb.html	(from https://www.pluralsight.com/product/paths)
06:42:09	102651/102651	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:42:08%20GMT	https://www.pluralsight.com/paths/querying-data-with-sql-from-postgresql	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/querying-data-with-sql-from-postgresql.html	(from https://www.pluralsight.com/product/paths)
06:42:10	100177/100177	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:42:09%20GMT	https://www.pluralsight.com/paths/querying-data-with-sql-in-mariadb	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/querying-data-with-sql-in-mariadb.html	(from https://www.pluralsight.com/product/paths)
06:42:11	152264/152264	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:42:11%20GMT	https://www.pluralsight.com/paths/red-team-tools	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/red-team-tools.html	(from https://www.pluralsight.com/product/paths)
06:42:11	76948/76948	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:42:11%20GMT	https://www.pluralsight.com/paths/retired-exam-aws-certified-solutions-architect-associate-saa-c01-2018-2019	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/retired-exam-aws-certified-solutions-architect-associate-saa-c01-2018-2019.html	(from https://www.pluralsight.com/product/paths)
06:42:13	105124/105124	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:42:12%20GMT	https://www.pluralsight.com/paths/revit-architecture-core-skills	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/revit-architecture-core-skills.html	(from https://www.pluralsight.com/product/paths)
06:42:14	105034/105034	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:42:13%20GMT	https://www.pluralsight.com/paths/revit-architecture-modeling	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/revit-architecture-modeling.html	(from https://www.pluralsight.com/product/paths)
06:42:15	86989/86989	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:42:14%20GMT	https://www.pluralsight.com/paths/red-hat-certified-system-administrator-rhcsa	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/red-hat-certified-system-administrator-rhcsa.html	(from https://www.pluralsight.com/product/paths)
06:42:16	101524/101524	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:42:15%20GMT	https://www.pluralsight.com/paths/ruby-language-fundamentals	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/ruby-language-fundamentals.html	(from https://www.pluralsight.com/product/paths)
06:42:17	92764/92764	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:42:16%20GMT	https://www.pluralsight.com/paths/salesforce-certified-administrator	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/salesforce-certified-administrator.html	(from https://www.pluralsight.com/product/paths)
06:42:18	71784/71784	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:42:17%20GMT	https://www.pluralsight.com/paths/salesforce-certified-community-cloud-consultant	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/salesforce-certified-community-cloud-consultant.html	(from https://www.pluralsight.com/product/paths)
06:42:19	78737/78737	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:42:18%20GMT	https://www.pluralsight.com/paths/salesforce-certified-platform-developer-i	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/salesforce-certified-platform-developer-i.html	(from https://www.pluralsight.com/product/paths)
06:42:20	100452/100452	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:42:19%20GMT	https://www.pluralsight.com/paths/salesforce-community-cloud-consultant	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/salesforce-community-cloud-consultant.html	(from https://www.pluralsight.com/product/paths)
06:42:21	104934/104934	---MCZ	200	added ('OK')	text/html	date:Fri,%2008%20Jan%202021%2023:42:21%20GMT	https://www.pluralsight.com/paths/salesforce-marketing-cloud-developer	/home/long/Desktop/tyxoa4/www.pluralsight.com/paths/salesforce-marketing-cloud-developer.html	(from https://www.pluralsight.com/product/paths)
